Initial Velocity (m/s),Launch Angle (degrees),Gravity (m/s²),Time of Flight (s),Maximum Height (m),Range (m),Final Velocity (m/s)
30.57885692897972,29.515399168373882,9.81,3.0713358046766683,11.567343320265234,81.72957973042644,30.57885692897972
32.41225689600394,31.170187118618074,9.81,3.420182747246117,14.344243342616696,94.85199310397269,32.41225689600394
48.270881493503666,62.05499067140891,9.81,8.693657302549445,92.67957928197754,196.6582636661413,48.270881493503666
6.045648201898778,40.597492722341556,9.81,0.8020695414007096,0.7888656922589157,3.681867647950542,6.045648201898778
28.8996696935883,39.31519393498432,9.81,3.7330128179855775,17.088265487448716,83.46595430432856,28.8996696935883
14.215161287113357,11.434061668895412,9.81,0.5745187562549654,0.40475054633033264,8.004792833464544,14.215161287113357
7.414830783121509,31.369471229473447,9.81,0.7869165091499828,0.75934009764714,4.981962318148844,7.414830783121509
31.43698361292755,70.22681558891247,9.81,6.031281136902197,44.606501826821955,64.14300036869159,31.43698361292755
39.767186463476115,66.24531487590028,9.81,7.420601934845694,67.52386468375296,118.87120911227402,39.767186463476115
39.86894521513345,62.255760198786206,9.81,7.193759374670313,63.45865079473066,133.51626391093927,39.86894521513345
6.362978457015805,11.618987067300395,9.81,0.2612680835241701,0.08370506531311657,1.6283773342067045,6.362978457015805
23.31258801222152,11.889320400218523,9.81,0.9791847486094629,1.1757318990538737,22.33762511583897,23.31258801222152
7.002933221687923,31.802547157361783,9.81,0.7523956850788659,0.6941792260671442,4.477941391817139,7.002933221687923
16.15273911458464,43.21172905526933,9.81,2.254785120685963,6.23432359699743,26.544629795947234,16.15273911458464
13.679631624107675,73.68188875903888,9.81,2.676568506902282,8.784878264588038,10.287571269575958,13.679631624107675
14.683216065897074,36.92408712038775,9.81,1.798376233859271,3.96588511752271,21.10976339662559,14.683216065897074
20.260328631553786,30.19675020040249,9.81,2.077544591372897,5.29272986261133,36.3800278072009,20.260328631553786
17.483811882619925,49.98070778132988,9.81,2.7297843166495204,9.13767461191575,30.690655873966794,17.483811882619925
48.30259600974192,74.02860096847861,9.81,9.467497588178672,109.91309235138469,125.83081095135884,48.30259600974192
20.858320400422194,61.7047098023575,9.81,3.7443611718604233,17.19232001776822,37.021150703716046,20.858320400422194
45.237763188183735,69.96663973855173,9.81,8.664745442536288,92.06416890732284,134.27734075286475,45.237763188183735
13.146875218441629,22.753835144612303,9.81,1.0366671318662126,1.3178248077352208,12.568262837010433,13.146875218441629
39.368609023469645,18.79651117196547,9.81,2.5861127037314517,8.20113414623697,96.38193023535447,39.368609023469645
7.760549121108925,48.084979358222505,9.81,1.1773511539653028,1.6997734758603813,6.103696232728297,7.760549121108925
25.82425532612036,58.8159578002075,9.81,4.5041529234145985,24.877416349889614,60.22732159311123,25.82425532612036
5.247969810598667,76.84916337137723,9.81,1.0418632198444886,1.3310685855703694,1.2439783513042244,5.247969810598667
41.463084338124624,36.00740859195352,9.81,4.969567117818113,30.284202486334443,166.68518628098423,41.463084338124624
47.77187162170028,34.25897965425876,9.81,5.482657109312934,36.86049740963996,216.47462991939918,47.77187162170028
6.579831687221555,46.109800853110926,9.81,0.9667452416340852,1.146048789174906,4.409959478467511,6.579831687221555
47.02308626629915,57.94565556946962,9.81,8.125216305359823,80.95597043589538,202.77494374495353,47.02308626629915
39.82342511711089,49.62166439807122,9.81,6.184876835869284,46.907375183562344,159.5629285907467,39.82342511711089
21.14877104567579,60.612148533281726,9.81,3.75684043355991,17.30710861551154,38.988881286783375,21.14877104567579
45.899444805026235,36.62204559787433,9.81,5.58217471806965,38.2107772074724,205.63807222449392,45.899444805026235
18.331577206290543,70.35383411296692,9.81,3.519763200694329,15.191683827714636,21.693247823102897,18.331577206290543
23.41828905056429,22.808291550877183,9.81,1.850780038899331,4.20038050511604,39.953055660812524,23.41828905056429
9.352006798640975,32.11332499798296,9.81,1.0135546263180246,1.2597180173757347,8.028501999546476,9.352006798640975
34.56225328550648,64.15743646392222,9.81,6.341664036658609,49.315731751907535,95.54147711578887,34.56225328550648
6.332037293402235,33.4970577785577,9.81,0.7124596175863412,0.6224429140801768,3.7620543694697135,6.332037293402235
26.820737383956676,56.770822165901066,9.81,4.573935603220317,25.654237564075856,67.22531062755533,26.820737383956676
35.743633261364025,30.145832649107252,9.81,3.659642590564005,16.423146495934112,113.11701191698424,35.743633261364025
41.95569204270999,23.097303970330493,9.81,3.355547258694018,13.807203943284609,129.49903136384415,41.95569204270999
11.747362532974797,31.05127947672076,9.81,1.2353412189334678,1.871340795724127,12.432518466472155,11.747362532974797
38.93406648119228,72.0895307926516,9.81,7.552956696166624,69.9540736399238,90.43466644946965,38.93406648119228
37.35846605997633,42.26181900841984,9.81,5.122180710304418,32.172796574579245,141.61923921969938,37.35846605997633
30.18067403539029,25.779060761675996,9.81,2.6759707925939495,8.780955136052986,72.72492796588845,30.18067403539029
31.30900690045388,32.500701241553074,9.81,3.42969221678924,14.424119645710626,90.56288430181483,31.30900690045388
9.107182438555014,10.193966963797736,9.81,0.328603309047046,0.13241064019631466,2.9454090528372134,9.107182438555014
32.02119694581711,62.906580142992006,9.81,5.811896964160893,41.420451927380235,84.7596554448264,32.02119694581711
22.168499318187454,25.79742167029613,9.81,1.9668750603182155,4.743867687933314,39.257154816449585,22.168499318187454
44.041138310374116,51.85447281893517,9.81,7.061347604694265,61.14405003053668,192.08625575782278,44.041138310374116
19.089449678119557,11.757667672400018,9.81,0.7930499615198493,0.7712232560984607,14.821246394931036,19.089449678119557
30.94677848135861,68.41489023814623,9.81,5.866778111938865,42.20640348980648,66.79204156320952,30.94677848135861
24.195712986553747,23.12113275454486,9.81,1.9370202531458593,4.600948199170501,43.103028165078676,24.195712986553747
44.43178722126409,10.333786443498898,9.81,1.6249294830342815,3.2377853802027636,71.02741987171851,44.43178722126409
16.426250014513506,31.08314658557979,9.81,1.7289639087739075,3.6656489876046705,24.322636104335142,16.426250014513506
8.546106213925718,74.43409831860902,9.81,1.6784211769039414,3.454465989731374,3.8491539547453675,8.546106213925718
38.68950744424128,28.382995263124506,9.81,3.74955451757708,17.240043822196654,127.62969856971165,38.68950744424128
23.580347760874467,45.2435186682538,9.81,3.413769647291235,14.290500704845446,56.678156171778625,23.580347760874467
31.509426160683116,38.50608910503931,9.81,3.99953100032222,19.615399382887787,98.61823246692256,31.509426160683116
6.1875199271008,30.597448083246068,9.81,0.6420931070906946,0.5055627132101099,3.4197870694784496,6.1875199271008
47.84494061288309,74.91475050210995,9.81,9.418183058851024,108.77103857444736,117.27455795146814,47.84494061288309
44.49282698232394,65.22964356376087,9.81,8.236337717432173,83.18543884334937,153.5394172129204,44.49282698232394
33.074055525977485,63.33393207617,9.81,6.0257310255831795,44.52444392401859,89.44173419595376,33.074055525977485
5.766342895067812,46.82749871368678,9.81,0.8573653571122872,0.9013861547754133,3.3825767926215025,5.766342895067812
22.008941329229447,67.7403171610886,9.81,4.152651986470818,21.146090836057457,34.62106486971818,22.008941329229447
49.0458441983967,42.09000607478776,9.81,6.702403967340244,55.08587097691413,243.94449093165727,49.0458441983967
35.65986614331056,42.563268533008895,9.81,4.917527746210871,29.653274538991816,129.15686121139925,35.65986614331056
12.24445375910386,44.56418443894246,9.81,1.751687882044377,3.762638297268993,15.281274149837579,12.24445375910386
25.72685368945253,26.583715765719965,9.81,2.3471751462209482,6.755694718579527,54.001571901627166,25.72685368945253
48.50319847295687,74.65563015708929,9.81,9.536023359371152,111.50995302721662,122.39402720991825,48.50319847295687
29.0618678487467,28.112547241498444,9.81,2.7918652027730495,9.558019494445446,71.56459585311218,29.0618678487467
6.107653761342105,23.871164995762552,9.81,0.5039049977521339,0.31136970258893265,2.8144057664380924,6.107653761342105
32.889743792419,27.06262553321097,9.81,3.0506938371767416,11.41238120414072,89.35066805058256,32.889743792419
17.20474389190219,67.21464815961573,9.81,3.2338681776361233,12.824004032389198,21.54742972131679,17.20474389190219
9.448067834460698,63.79819463734531,9.81,1.7282826706232504,3.6627609134683476,7.209780658705991,9.448067834460698
23.130880012935187,39.89747659192477,9.81,3.024773275713108,11.219271944310389,53.67719860703896,23.130880012935187
30.133539384451016,10.964733323720775,9.81,1.1685101487182274,1.6743413303400023,34.568543883992355,30.133539384451016
5.766832312151122,78.301452327562,9.81,1.1512830552759954,1.6253363407146042,1.3461920380358343,5.766832312151122
30.157106388617635,19.277168424325435,9.81,2.0297686193267106,5.052101744614245,57.77995231482628,30.157106388617635
28.004141607783684,69.59958736145676,9.81,5.351214527706003,35.11427810002834,52.236683333780945,28.004141607783684
40.7258772394442,64.72061606415267,9.81,7.507811419490368,69.12031862091001,130.57040860973063,40.7258772394442
24.059741756692873,75.66530471979554,9.81,4.752429231081617,27.69557188513334,28.309504510902563,24.059741756692873
29.90526933514488,64.13789773597021,9.81,5.48626951196428,36.909086559885644,71.56771933280147,29.90526933514488
38.39041868257068,33.196011357892004,9.81,4.28520796381334,22.517637693199767,137.66314420720911,38.39041868257068
45.371564230187545,26.23398303899186,9.81,4.0888793866510795,20.501593600558856,166.40973422047145,45.371564230187545
22.101555921065938,36.43835742844904,9.81,2.6763276499529067,8.783297282242877,47.586767488351015,22.101555921065938
32.073507310241595,24.21610193616722,9.81,2.6821387274309547,8.821480822843037,78.45576332319416,32.073507310241595
36.25749065373718,60.37023234214656,9.81,6.425360952183857,50.62605420237238,115.17760967074425,36.25749065373718
6.947180439898828,67.85630427458773,9.81,1.3118789835232092,2.110408705661376,3.4352941465170526,6.947180439898828
41.03422288187606,55.250722467807364,9.81,6.873789705607793,57.939067754372736,160.77071728058016,41.03422288187606
21.984358334692722,23.026491191637145,9.81,1.753176113614865,3.769034477660095,35.471547253956764,21.984358334692722
35.16075236496245,12.6169297720052,9.81,1.5657939359893478,3.0064101845392175,53.72505138641663,35.16075236496245
26.224882979222706,50.62808867998751,9.81,4.133130582482597,20.947744765034653,68.75792049482301,26.224882979222706
36.605261421126826,42.38711735557295,9.81,5.030975881406512,31.037268339034306,136.02199155560177,36.605261421126826
37.59489406561005,23.979274973932267,9.81,3.114943295828763,11.898146466550266,106.99884295592582,37.59489406561005
13.62069560689103,35.76587315542038,9.81,1.6230273173962035,3.230209421533806,17.937693209979642,13.62069560689103
34.79784054289027,47.90263789262673,9.81,5.264063416316315,33.97983342703849,122.80117601745319,34.79784054289027
43.30955470469392,54.30419785936057,9.81,7.170810906246388,63.05442375141557,181.2087801598136,43.30955470469392
15.600524022723867,43.36506442799728,9.81,2.1838964011341573,5.848481030699846,24.768615754494668,15.600524022723867
39.11825614522451,77.99749752147855,9.81,7.80083040361247,74.62093605149018,63.45830423440119,39.11825614522451
33.52213009198506,13.235848032959922,9.81,1.5647758596513888,3.0025019307746694,51.06120706274968,33.52213009198506
47.980671551265374,56.07455391188289,9.81,8.116749820988854,80.78734591381084,217.3557571560753,47.980671551265374
16.711095978129237,73.6690531251478,9.81,3.2694929042409533,13.108102197143985,15.363055857784698,16.711095978129237
11.94249999461016,26.55949477792575,9.81,1.0886467793926418,1.4532924073582671,11.629158537807125,11.94249999461016
19.045445687676494,24.95950316483964,9.81,1.6384813429900627,3.292016637764145,28.29119930772036,19.045445687676494
16.60814501890634,63.35629652378075,9.81,3.0264152128762176,11.231455561193446,22.54005354965617,16.60814501890634
39.05747422130808,44.04616558736652,9.81,5.536030657418242,37.581662958146296,155.4170052193332,39.05747422130808
37.989918673105926,79.45242546885174,9.81,7.6142737234665026,71.09449776686357,52.9506222545116,37.989918673105926
35.13582053849002,51.23865343441985,9.81,5.585632100096139,38.25812440553692,122.871399345074,35.13582053849002
14.737060150631951,74.64093534415949,9.81,2.8971915135836097,10.292797514649562,11.308794587717545,14.737060150631951
43.78130633475904,10.854736376439533,9.81,1.6809132995029796,3.4647319994469,72.27584630233135,43.78130633475904
48.045720013651746,20.817773433299358,9.81,3.4812031660583402,14.860648436488123,156.33762461511088,48.045720013651746
28.922261814889,57.90933313261127,9.81,4.995552544559661,30.601737332716052,76.7579518488943,28.922261814889
34.22177287832236,39.15264589282122,9.81,4.405145260009555,23.79575496413843,116.90304628459937,34.22177287832236
27.531144455925293,68.51751986002861,9.81,5.222944881554112,33.451061655341256,52.65963702866891,27.531144455925293
17.760097179617173,40.02286647895627,9.81,2.3285217545882486,6.648744129900641,31.668982373171676,17.760097179617173
17.876642179847188,59.909768744848996,9.81,3.153421144036787,12.193909597920964,28.263139193154185,17.876642179847188
19.103923523071092,49.631201192342076,9.81,2.9674026535075098,10.797718020488233,36.717775960672185,19.103923523071092
13.58825018738693,18.3932497130036,9.81,0.8741282372677905,0.9369778398253823,11.271070570914846,13.58825018738693
45.58656346831929,60.25658446949227,9.81,8.069480060469735,79.84911848229821,182.50143196720308,45.58656346831929
43.62791603210086,59.44602609433886,9.81,7.65957368702514,71.9429459433694,169.87588570049348,43.62791603210086
25.773771259347654,18.100270584925028,9.81,1.6325013106742656,3.2680304741193558,39.99356763705358,25.773771259347654
21.526313565207673,49.33380204654103,9.81,3.3288717621961084,13.58855106521605,46.69622890557085,21.526313565207673
47.25852604461944,33.49550122841029,9.81,5.317152710684103,34.668678503386666,209.55038552120814,47.25852604461944
15.006806115476454,42.11948474320429,9.81,2.0519364544904666,5.163055990268544,22.84064942967735,15.006806115476454
29.909388176006072,39.593108512154316,9.81,3.886277166438738,18.520237950387283,89.57042111231473,29.909388176006072
7.452416999397319,17.3342082974432,9.81,0.4526828396506292,0.2512853000014854,3.2203636262443434,7.452416999397319
13.604098865785206,21.061609040389584,9.81,0.9967231025716778,1.2182265765991367,12.653669693162806,13.604098865785206
32.18121200117794,16.076603130055513,9.81,1.8168593356853697,4.04782408324926,56.182158637025104,32.18121200117794
34.798264377987635,23.471290952235336,9.81,2.8256439688098625,9.79070353192574,90.19186437353387,34.798264377987635
31.144811840295787,69.6711070548422,9.81,5.954112506564417,43.47234760218887,64.42334450939656,31.144811840295787
44.13206371996804,11.716585448405304,9.81,1.8271011165012523,4.0935885232645495,78.95366376232953,44.13206371996804
49.703234937023616,40.21320752007992,9.81,6.542321162726506,52.485911048162734,248.31862290665217,49.703234937023616
39.373782896881,66.06554720921635,9.81,7.337010824352109,66.01115625970434,117.19847537706868,39.373782896881
25.92913028646915,17.018074316917307,9.81,1.547148980515238,2.9352377981488296,38.35963728961403,25.92913028646915
42.52706012543462,25.939951311127523,9.81,3.7925721306022306,17.63789362733769,145.03776517039722,42.52706012543462
10.417432737470074,60.920779529080086,9.81,1.8561264399085278,4.224683073837355,9.397688032027892,10.417432737470074
35.74718134006684,55.328670281534684,9.81,5.99378419261285,44.053581772013736,121.88617683665274,35.74718134006684
28.32520043540453,49.41166857006163,9.81,4.385375240418361,23.582646494110236,80.8177726805415,28.32520043540453
13.012964881507328,22.014857163972653,9.81,0.9944690966771963,1.212722971681607,11.997420852643772,13.012964881507328
48.78201277760963,65.61717083761059,9.81,9.05831178551697,100.61750645995822,182.42308599004133,48.78201277760963
20.22968389004364,19.898987831690725,9.81,1.4037583426597249,2.4163715904745358,26.702085141669794,20.22968389004364
32.69405326835225,19.435852630614498,9.81,2.217938478767577,6.032231655976844,68.3811955238037,32.69405326835225
44.53674068862284,65.65245310123481,9.81,8.272315665243674,83.91376692824078,151.88952944270213,44.53674068862284
27.800997976166926,35.84563295188527,9.81,3.319135684387367,13.50918139904687,74.7981310335659,27.800997976166926
10.181203257939433,31.88319811463428,9.81,1.0963513062539576,1.4739355614712362,9.478100287701702,10.181203257939433
41.843258795628046,29.50704359171655,9.81,4.201647986968053,21.648028420089044,153.00715154068993,41.843258795628046
20.89461951764602,32.7480474457321,9.81,2.3043541026411845,6.51144615197804,40.495740501954174,20.89461951764602
49.23800910013274,33.84113197953236,9.81,5.590265985188759,38.321629229050544,228.6214559618993,49.23800910013274
44.77214509000511,58.74573855245777,9.81,7.80316222208896,74.6655539895198,181.2630758788178,44.77214509000511
43.405220000703075,26.818354080589074,9.81,3.9924258317313446,19.545767756825096,154.65305299434772,43.405220000703075
21.031392989205475,32.77285174317334,9.81,2.3209990901630233,6.605853847229209,41.04381176911864,21.031392989205475
39.07084000140795,64.33480559290463,9.81,7.179637572253313,63.20974868900266,121.49407841145471,39.07084000140795
49.3848078350715,73.92054013195985,9.81,9.674373182178536,114.76902504395275,132.3272397190021,49.3848078350715
28.68447253780991,52.89851791599026,9.81,4.664184856689498,26.676603237751955,80.70576534948596,28.68447253780991
26.18294697298542,17.35827606239649,9.81,1.5925734314478222,3.1101257774962185,39.7992367423542,26.18294697298542
5.659961943743187,47.9109262496036,9.81,0.8563259064639215,0.8992018387221414,3.2487191444007406,5.659961943743187
36.50916959307213,53.94452119570844,9.81,6.017481301984993,44.402612095704946,129.30448828122283,36.50916959307213
43.631490587083434,31.983688790486326,9.81,4.711647844403198,27.22229065860699,174.36952687736468,43.631490587083434
16.135573373682348,67.96002610488281,9.81,3.049219648910005,11.401354248025225,18.462806605229964,16.135573373682348
